WKT;ID_NOM;NOM;cd_nom;ESPECE;Sensibilit;2012;2013;2014;2015;2016;2017;2018;2019;1974;1977;1992;1994;2004;2005;2006;2007;2009;2010;2011;2020;2021;2022;2023;2024;2025
"MULTIPOLYGON (((4.47641875330004 44.4438059722501,4.47672852352373 44.4448696499888,4.47808442985673 44.4451112159646,4.48206875149765 44.4449566982852,4.48392559467303 44.443560850306,4.4841669183671 44.4427783739085,4.48403172429629 44.4422318498736,4.48368572371727 44.4413274112606,4.48375399694204 44.4406608722103,4.48376660467206 44.4405756258555,4.48352444708789 44.4403980981971,4.48310450757921 44.4402335973347,4.48273047926576 44.440121650065,4.4822957056692 44.4399573457856,4.48232176093191 44.4398187459281,4.48285817320823 44.43989660594,4.48347943558204 44.4398138026197,4.48395063894754 44.4396692091002,4.48427234081417 44.4394840889475,4.4840046822725 44.4392273128243,4.48356016569368 44.4388594264091,4.48252407116807 44.4380425446455,4.48214475290244 44.4368429511424,4.4824609499464 44.4356340025086,4.48272788384644 44.434758045849,4.48240367739399 44.434554701882,4.48214069419413 44.4344751570855,4.48127079419157 44.4344660836708,4.47929753781483 44.4343887388567,4.47801705800961 44.434198215819,4.47662013151572 44.4339884679828,4.47537568762116 44.4340674488107,4.47330956990151 44.4337627644255,4.47238658949373 44.4339412655885,4.47232451239431 44.4348975400012,4.47222014527328 44.4364567259478,4.47233032198949 44.4373483882412,4.4723589650049 44.4384488460038,4.47267975997179 44.4394548244601,4.47336748474691 44.4403402961251,4.47539520894669 44.4425632833634,4.47641875330004 44.4438059722501)))";12;Le Drayet;2657;Aigle de Bonelli;15 janvier-30 juin;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui;;non;
"MULTIPOLYGON (((4.59981360760294 44.4246133906026,4.59902284684292 44.4256252405977,4.5987261390031 44.4264015715137,4.59833196818466 44.4269509702267,4.59803229834577 44.4270858002964,4.59728878891006 44.4280752054615,4.59652036166361 44.4285051049811,4.59581673696421 44.4285152984562,4.59553008632747 44.429696403583,4.59561129056414 44.4303066324016,4.59479219795554 44.4307617595832,4.5940792766065 44.4312000594809,4.59417748502856 44.4316571923108,4.59604509949384 44.4320734242674,4.59744199112926 44.4320608238882,4.59730868993781 44.4326283066245,4.59823121200573 44.4328136364221,4.59906455862628 44.4328626863991,4.59887472355893 44.4333163531928,4.59875179710265 44.4342505314381,4.5992383641131 44.4341059042528,4.60020097163164 44.4341989253398,4.60045037661097 44.4339660256396,4.60137792478438 44.4337788676914,4.60200659481349 44.4339281260263,4.60217057537629 44.4344454377311,4.60217057537629 44.4344454377311,4.60207823390575 44.4349511911732,4.60256047003097 44.4346537604198,4.60307062818665 44.4338362253112,4.60435882123661 44.4333742064428,4.60465605351002 44.4333240227395,4.6049332619576 44.433319985421,4.60523482894826 44.4334225888068,4.60557154577261 44.4334242531927,4.60581566031592 44.4335664107543,4.60606406390065 44.4336671694115,4.60659592110346 44.4336920369226,4.60677709729963 44.4337276622893,4.60680497503449 44.4338226217216,4.60675374658432 44.4339187346938,4.60675601508622 44.433998602823,4.60696001152776 44.4340884165002,4.60712403442368 44.4341192816461,4.6076007778595 44.4343406740187,4.60811901733523 44.4344201012538,4.60878184549898 44.4342473209817,4.60946355003556 44.4342047448927,4.61030871550609 44.4340401655763,4.61155229711609 44.4318798735658,4.61139874854189 44.4312840682854,4.61073999589042 44.4305325449395,4.61108825627761 44.4299728972447,4.61120116548013 44.42983388383,4.61125418041407 44.4296430211533,4.61149292964114 44.4295009911993,4.61151173207078 44.4293904011146,4.61174823174858 44.4291694689052,4.61180092273883 44.4289487766222,4.61166104863835 44.4287736226568,4.6113040757106 44.4285533164271,4.61071909344523 44.4282203572125,4.60997489321439 44.4279799326182,4.61038001525149 44.4278386956768,4.61042165698591 44.4277221016073,4.61034379183576 44.4275138216207,4.61019243929766 44.4272893306348,4.60992840192944 44.4270757165834,4.60934629211836 44.4269033644133,4.6091449575813 44.4267392057843,4.60884533732418 44.4263412574148,4.60849878158081 44.4260329639285,4.60832434586747 44.4259066379834,4.60804792129378 44.4258301276028,4.60750570944949 44.4257349422059,4.60692423027588 44.4258400792058,4.60667581104135 44.4258183627273,4.60635147639913 44.4257775517271,4.60611990393136 44.4256971607881,4.6058577117297 44.4254883432835,4.60565615244184 44.4251980963173,4.60533143075263 44.4248452075679,4.60512762197249 44.424731821559,4.60473950502011 44.4244221410658,4.60451239974946 44.4243416495741,4.60421452284687 44.4243008821201,4.60356764172705 44.4242978473494,4.60293028986481 44.4241971459761,4.60273018603285 44.4241162902752,4.60251938627413 44.4238165070685,4.6022911355305 44.4236941765742,4.60198457532087 44.4235053264815,4.60180697088143 44.4232662736427,4.60162800050645 44.4229789133802,4.60154077250981 44.4229137640572,4.60145183030686 44.4229492563822,4.60140330989267 44.4229821797122,4.60138688416884 44.4230371891208,4.60142107540639 44.4231333462016,4.60151293014824 44.423360758973,4.60169830952718 44.4237156841855,4.60188271952745 44.4240620514106,4.60190803705969 44.4242933418396,4.60184873406838 44.4244426648796,4.60175670623848 44.424509325639,4.60164711337727 44.4241506541458,4.60148980596624 44.4240579260798,4.60115864914133 44.4238870675152,4.60061663936291 44.4240363001332,4.59981360760294 44.4246133906026)))";40;Barri Troué;2657;Aigle de Bonelli;15 janvier-30 juin;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui;oui;oui;oui
"MULTIPOLYGON (((4.54748660209925 44.3204823749952,4.54771304915681 44.3197493145884,4.54578780376982 44.3185093728585,4.54517715595704 44.3182644055422,4.54451400990283 44.3182350158928,4.54355631084079 44.3187018679781,4.54273166022264 44.3194991238947,4.54222798419114 44.3203377491439,4.54200618560633 44.3210320268675,4.54220275218638 44.3222015542494,4.54331130958173 44.3231088233724,4.54423211303357 44.3237762675609,4.54812785278103 44.3226523463005,4.54828247731716 44.3222682122169,4.54778021443438 44.3219269327631,4.54764797351469 44.3213150358525,4.54748660209925 44.3204823749952)))";41;Ribeirol;3493;Grand-duc;15 décembre - 30 juin;;;;;;;;;;;;;;;;;;;;oui;oui;oui;oui;oui;oui
"MULTIPOLYGON (((4.60545786685077 44.4267000973192,4.60455950316196 44.4259735873079,4.60405261517058 44.4254245427161,4.60309393024577 44.42497192855,4.60196663598341 44.4239929816037,4.60096929889281 44.4241115928811,4.59892592023343 44.4253349025475,4.59955226770137 44.4270192785384,4.60053591245039 44.4281195727488,4.6008799023039 44.4287712268368,4.60130093566136 44.4291625557256,4.60190839099324 44.4297498966424,4.60339822959169 44.4299874309169,4.60568198930783 44.4300513750685,4.60649146846358 44.4289401137843,4.60573584190621 44.4273181378204,4.60545786685077 44.4267000973192)))";40;Barri Troué;3493;Grand-duc;15 décembre - 30 juin;;;;;;;;;;;;;;;;;;;;oui;oui;oui;oui;oui;oui
"MULTIPOLYGON (((4.49862392334122 44.340784736925,4.49855845235163 44.3401438395662,4.49843439507573 44.3379880946949,4.49778808830314 44.3364901552041,4.49720423490323 44.335896789437,4.49502356797615 44.3360992385466,4.49188478592842 44.3368537504401,4.48963304333685 44.3369188230941,4.48832860754238 44.3401248723567,4.48989105574002 44.3411728699115,4.49055153135059 44.3416822976817,4.49053507699294 44.3422008950412,4.49448188675504 44.3429751278848,4.49431106862671 44.3425749125839,4.49398574483185 44.3421591014937,4.49363031709419 44.3417702390852,4.49346242239758 44.3414805697309,4.49354215746348 44.3412317733292,4.49380290799946 44.3410689884409,4.49405584142123 44.3410334836629,4.49506711891077 44.3413998868998,4.49574016908708 44.3417224983472,4.49739678332578 44.3413612913507,4.49862392334122 44.340784736925)))";43;Cathédrale;3493;Grand-duc;15 décembre - 30 juin;;;;;;;;;;;;;;;;;;;;non;non;oui;oui;oui;oui
"MULTIPOLYGON (((4.43893845033904 44.3747597264,4.43894151433261 44.3746428266256,4.43884914544552 44.3743324081302,4.43892173946101 44.3741020679696,4.43927710937514 44.3736683225563,4.43866284834156 44.3728069718597,4.43840373213804 44.3727021547983,4.43655431895353 44.3729427128645,4.43485971599656 44.3733399199604,4.43508692806951 44.3737733779527,4.43521259910598 44.3741684850004,4.43536258325605 44.3749275596195,4.4354061806373 44.3752588148258,4.43531898352565 44.3753897958709,4.43528763224794 44.3755416893999,4.43543533641798 44.3760122517044,4.43553130889931 44.3764257800556,4.43555351986626 44.3765084463908,4.43571879094873 44.3769170415293,4.43568162517949 44.3773571245807,4.43664855141037 44.3775600500872,4.43753654430312 44.3777627803833,4.43850320694855 44.3776399915597,4.4381984437797 44.3772234523484,4.43805046242374 44.376861821654,4.43811285480609 44.3764671457602,4.43830171017787 44.3760621613548,4.43857863235898 44.3755608067503,4.43879007217368 44.3750949325084,4.43893845033904 44.3747597264)))";44;Serre de Tourre;3493;Grand-duc;15 décembre - 30 juin;;;;;;;;;;;;;;;;;;;;oui;oui;oui;oui;oui;oui
"MULTIPOLYGON (((4.41210894024051 44.387762733595,4.41322218980639 44.3884603679943,4.41322218980639 44.3884603679943,4.41424980479027 44.3888397797032,4.41606525792847 44.389206949983,4.41824037631103 44.3890967991409,4.41926799129492 44.3884358897351,4.42015859094762 44.3871874849408,4.4212204597643 44.3861348876609,4.42091217526914 44.3844090767456,4.42056963694117 44.3834665911493,4.41979892570326 44.3818631067617,4.41781220340108 44.3810185057235,4.41563708501852 44.3811776343869,4.4130851744752 44.3822548016582,4.41214319407331 44.3825608114728,4.41085867534345 44.3831238653522,4.41015647177112 44.3838827554912,4.40989956802515 44.3847640349198,4.41032774093511 44.3856085819229,4.41094430992544 44.3870038937548,4.41210894024051 44.387762733595)))";1;Cirque d'Estre;3493;Grand-duc;15 décembre - 30 juin;;;;;;;;;;;;;;;;;;;;;oui;oui;oui;oui;oui
"MULTIPOLYGON (((4.43703055213308 44.3879801782124,4.43742095273658 44.3883456508263,4.43771930525841 44.3886474746196,4.43826622815309 44.389071117999,4.43864290515078 44.3894043411465,4.43983693271315 44.3901252397963,4.44093200117289 44.3907640430796,4.44142459359622 44.3910818440111,4.44280383600717 44.3907024747999,4.44355905026283 44.3906786800306,4.44411655120745 44.3907547478396,4.44458335079501 44.3909629326399,4.44552987866344 44.391466196216,4.44621015859312 44.3919186664944,4.44720334259216 44.3927650942427,4.45131177126673 44.3890938005322,4.45132025504689 44.3887527643619,4.4510156753895 44.3886162322998,4.45022902032951 44.3881680162647,4.44929397372626 44.3877263803574,4.44846936301328 44.3874859125756,4.44833167104496 44.3875041344595,4.4480511874058 44.3874786238204,4.44798999097543 44.3873802255368,4.44799509067795 44.3872563163518,4.44782170079191 44.3871506288985,4.44767380941853 44.3869720531127,4.44759731388055 44.3867388104496,4.44729133172872 44.3865493001015,4.44627139122261 44.3858204084293,4.44584301621004 44.3854413811728,4.44506276172288 44.3850259061685,4.44475677957106 44.3850003944493,4.44446609652684 44.3850732850461,4.44376233757766 44.3851388865055,4.44348695364102 44.3850732850461,4.44318097148919 44.3848874138451,4.44244151462227 44.3845411816031,4.44193664407176 44.3843407304218,4.44150316935668 44.3842313931245,4.44071271546448 44.3841694352321,4.4404475309329 44.3840382300669,4.43995795948996 44.3837102158675,4.43926439994582 44.3833676212969,4.43881562612313 44.3829958674734,4.4385300427814 44.3825949538417,4.43835665289533 44.381917039091,4.43794867669285 44.3810422987814,4.43760369174912 44.3809140559045,4.4372284803792 44.3806344593523,4.43687839608353 44.3800877168928,4.43613687776454 44.3795786614452,4.43520564282335 44.3792493325826,4.43506615797834 44.3793101336618,4.4343458872669 44.3793882971009,4.4323569759353 44.3792752302068,4.4308494619231 44.3790429646895,4.42994133921579 44.3802602633625,4.4298316053949 44.3810404345189,4.42974940830197 44.3823894390054,4.43150170542692 44.3831031709587,4.43260352836009 44.3837628086029,4.43416469741555 44.3840017841357,4.43464406945343 44.3844901577315,4.43517443851663 44.3851243084101,4.43525603375713 44.3854814707107,4.43564361114946 44.3858386308321,4.43576263335941 44.3861253492841,4.43605098922027 44.3867978756178,4.43657945408855 44.3875135899847,4.43703055213308 44.3879801782124)))";31;la Plaine du Tay;2860;Vautour fauve;15 décembre - 31 aout;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;non;oui;oui;oui
"MULTIPOLYGON (((4.43536367883236 44.3818722386765,4.43373632240292 44.3826532687226,4.4338077182384 44.3835498527012,4.43517443851663 44.3851243084101,4.43674716081049 44.3848036434859,4.43782830529171 44.3840361342211,4.43807026166342 44.3838600348737,4.4380018089031 44.3837100030457,4.43787622798199 44.3835932673786,4.43786891145933 44.3833969821137,4.4378003398589 44.3832437324065,4.43770561707594 44.3829911612291,4.43734925753339 44.382344314262,4.43719801035261 44.3821411275766,4.43693112161032 44.3818467744075,4.43671802364293 44.3816705331497,4.43650036117427 44.3814505125524,4.43536367883236 44.3818722386765)))";45;Piapala - Tiourre;2938;Faucon pelerin;1er fevrier-30 juin;;;;;;;;;;;;;;;;;;;;;;;;oui;oui
"MULTIPOLYGON (((4.59996347650271 44.4244680758987,4.59966818799991 44.4244022708722,4.59922669701172 44.4242853167726,4.59853713704757 44.4242504647174,4.5981967905832 44.4243899809549,4.5978427920458 44.4248773551557,4.59783870438095 44.4252867573341,4.59762073983048 44.4256039347717,4.59703458717884 44.4256292553229,4.59629586798581 44.4255165974857,4.59531460084264 44.4254046434161,4.59497206684563 44.4253282950283,4.59429889203515 44.4251810304333,4.59370441063825 44.4250494457604,4.59340738996282 44.4249219673245,4.59303168123517 44.4247788036478,4.59276776440018 44.4247153303025,4.59235101194056 44.424642850579,4.59199137722298 44.424653655362,4.5915637920891 44.4247523557364,4.59123452726718 44.4248692604117,4.59101883225268 44.4249901314889,4.59067481718768 44.4252782739987,4.59037801587604 44.4254367630617,4.58993057971179 44.425664714378,4.58954797133392 44.4258328505728,4.58933812260681 44.4258835411237,4.58983892868354 44.4269978012589,4.59052536523744 44.4269206046642,4.59178399555474 44.4265996262128,4.59327172411116 44.4266341961569,4.59425142549163 44.4269676851183,4.59728878891006 44.4280752054615,4.59803229834577 44.4270858002964,4.59833196818466 44.4269509702267,4.5987261390031 44.4264015715137,4.59902284684292 44.4256252405977,4.59981360760294 44.4246133906026,4.59996347650271 44.4244680758987)))";18;Chirolong;2938;Faucon pelerin;1er fevrier-30 juin;;;;;;;;;;;;;;;;;;;;;;oui;oui;oui;oui
"MULTIPOLYGON (((4.50591748624248 44.4304393593974,4.50565360824966 44.4305214680857,4.50544793456578 44.4313205182132,4.50570535574647 44.4318777332771,4.50638819930373 44.4325412793323,4.50684416308673 44.4326191548024,4.50707227808638 44.4323693125832,4.50678125140655 44.4320200310257,4.5065985520907 44.4316244090676,4.50668606533254 44.4310905165346,4.50658099837395 44.4306714038788,4.50591748624248 44.4304393593974)))";23;Ranc du Bournet;2938;Faucon pelerin;1er fevrier-30 juin;;;;;;;;;;;;;;;;;;;;;;;oui;oui;oui
"MULTIPOLYGON (((4.53154948640124 44.3098636479971,4.54651863353054 44.3100869081448,4.55414303884653 44.2905431269434,4.53459159026613 44.2849113942475,4.52008510987106 44.305900920856,4.53154948640124 44.3098636479971)))";1;Trescouvieux;2873;Circaete Jean-le-Blanc;1er mars - 31 juillet;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((4.53067833962339 44.3147372329848,4.53056682279468 44.316070663267,4.53164297281822 44.318113319955,4.53281045701573 44.3205203246903,4.53372183466561 44.3266323928342,4.53567272350489 44.3272470618785,4.53929817417783 44.3269191934484,4.541620927075 44.3262996717734,4.54272818253232 44.326088483111,4.5433310258254 44.3257050043803,4.54460835697491 44.3250674728744,4.54317274758559 44.3232288258822,4.54177811271446 44.3220581031708,4.54138009058614 44.3214114730788,4.54138439970458 44.3207347458326,4.54172886014943 44.3196211625042,4.54177642321413 44.318238629141,4.54205552596588 44.3172278695898,4.54208793737882 44.315914847057,4.54196897723264 44.3148811360585,4.54160598067002 44.3148943781329,4.54042995011882 44.31507391047,4.53939925743231 44.315169869805,4.53869779905971 44.3148454313294,4.53821606122161 44.3142488800893,4.53746413578646 44.3137376308314,4.53637657550343 44.3134104233173,4.5352430912749 44.3134833223808,4.53440613638826 44.3131852067919,4.53386749862398 44.313420993514,4.53262755843768 44.3137562325892,4.53195050047138 44.3139124133143,4.53131673622032 44.3144103947036,4.53067833962339 44.3147372329848)))";2;Combe de Sentouze;2873;Circaete Jean-le-Blanc;1er mars - 31 juillet;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((4.4752817396521 44.2924816861609,4.47862922781437 44.2966072368322,4.484395810379 44.2983616959685,4.48788252556871 44.2989157072561,4.49211402921259 44.2986687258405,4.50139470466765 44.2942198131777,4.50077836974157 44.2876814089283,4.48889669979816 44.2821523323628,4.47694968686675 44.2844826500014,4.47513291644706 44.2921895414373,4.4752817396521 44.2924816861609)))";3;Travers de Rouvet;2873;Circaete Jean-le-Blanc;1er mars - 31 juillet;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((4.49119078651438 44.3178953315231,4.49747295692365 44.3183877187623,4.50296763606134 44.3140295407973,4.50537813293335 44.3053585246405,4.5024881413204 44.3015350204347,4.49580061236651 44.3038234165597,4.49201995803559 44.3036514551426,4.48863925728159 44.3027329596268,4.48268602676099 44.306297872399,4.48171955991003 44.3124770269524,4.48198839813029 44.3172754413615,4.49058754119106 44.3178469311243,4.49119078651438 44.3178953315231)))";4;Bois de Laval;2873;Circaete Jean-le-Blanc;1er mars - 31 juillet;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((4.48491052346217 44.3301872586383,4.49263525482597 44.3335381679915,4.49651814361128 44.3343332789079,4.49876897841526 44.3347191422946,4.50378229540325 44.3323413996477,4.50165874258497 44.3295506282198,4.49764140391697 44.3252604980328,4.49344708801848 44.3221054350928,4.49151928244309 44.3196206225531,4.4900165838496 44.3203421080662,4.48898978315692 44.3201603548203,4.48491052346217 44.3301872586383)))";5;Combe de Valaurie;2873;Circaete Jean-le-Blanc;1er mars - 31 juillet;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((4.45773681950224 44.348626573369,4.45760499575171 44.3491838546218,4.45768739984781 44.3496125656851,4.45667975385355 44.3501862119244,4.45636195160829 44.3508697431256,4.4556834 44.3513435999998,4.4557294 44.3517886999998,4.4539273 44.3523496999998,4.4539116 44.3526477999998,4.4540128 44.3529542999998,4.45410731751478 44.3532330397201,4.45413575644841 44.3536769788093,4.4541998 44.3538707999998,4.4550435728894 44.354737041723,4.45549454841123 44.3548207560119,4.45581827434151 44.3548164736888,4.45625692733172 44.3550837808828,4.4566567713313 44.3553882867521,4.45680114744543 44.3557002498529,4.45680774952317 44.355956968757,4.45687135666684 44.356221085602,4.45712542988454 44.356600893089,4.45729789522278 44.356900254975,4.45736708050798 44.3571602215315,4.45738158494328 44.3572823182577,4.45773917599681 44.3574895492804,4.45821835090326 44.3577848466739,4.45859814241624 44.3579713993791,4.4587721018158 44.3581076876252,4.45893744363324 44.3581299535433,4.45914653247424 44.3583065384736,4.45942304487759 44.3584536948256,4.45948888202605 44.3585832632412,4.45944774842336 44.3587509369946,4.45952168068572 44.3589741529366,4.45963727204277 44.3590500695418,4.45985920514102 44.3590634309165,4.46004422348764 44.3589672215117,4.46024817148118 44.3589441340101,4.46034651418759 44.3590121261527,4.46118774691262 44.359685778496,4.46180043687999 44.359869228092,4.46246277714134 44.3599949463032,4.46341185884415 44.3604429524281,4.464159838233 44.3608039475821,4.46498344797616 44.3610131076973,4.46557502601223 44.361257962419,4.46652913170493 44.3608009347688,4.46703818135085 44.3602723825578,4.46735579453891 44.3598116016023,4.46992997263462 44.3569768252583,4.47005359302253 44.3564860173364,4.46967762657401 44.3560100352888,4.4688064710985 44.3552797795674,4.46748521174513 44.3547185728631,4.46680343888865 44.3542792699869,4.46637114344442 44.3538203337187,4.46567971840485 44.3534463736604,4.46516352691649 44.3532575858397,4.46512080967915 44.3529238985637,4.46526717948595 44.3524327944824,4.46517354904867 44.3518878181723,4.46475620471529 44.3511270319927,4.464544366994 44.3504042724172,4.46357240734367 44.3497242363171,4.4582008992525 44.3484992967045,4.45773681950224 44.348626573369)))";6;le Moure de la Tour;2873;Circaete Jean-le-Blanc;1er mars - 31 juillet;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((4.46226823727224 44.3412343879033,4.46480609489502 44.340972355728,4.46559403158489 44.3402525909329,4.46639854710554 44.3398810403524,4.46887544962141 44.3401925221634,4.47239281964339 44.341343928173,4.47321681262936 44.3415774739296,4.47443424816217 44.3416508427978,4.47491577250737 44.3413835064296,4.47543719873916 44.3409036662437,4.47578551874498 44.3403201625937,4.47531484327699 44.3392584907741,4.47497715632191 44.3385048315786,4.47507458751451 44.3378839315388,4.47503766305059 44.3373382060532,4.47510835045118 44.3365627665774,4.47436678729756 44.3336011088734,4.47405412763019 44.3331528337733,4.4739594768126 44.3330073566199,4.47392335405622 44.3327102734638,4.47401287051791 44.3324400406524,4.4740007281148 44.3321915513941,4.47385727100891 44.3319162878949,4.47369445291076 44.3315516059325,4.47365509255569 44.3313483202691,4.4736577577822 44.3310140313039,4.47379910731473 44.3307716382349,4.47405892953895 44.3304991235876,4.47411088265103 44.3300948778072,4.47422166466675 44.3299874103904,4.4743328227866 44.3296761249618,4.47440530201144 44.3294061204941,4.47425930598117 44.3290330618474,4.47372390163808 44.32853478113,4.4732257446018 44.3281582867491,4.47289183592863 44.3279834035275,4.47247154905506 44.3279808783108,4.47164211718287 44.3279675214849,4.47097607503467 44.3281231759377,4.47027258609696 44.3281488868776,4.4691029721514 44.328156362635,4.46839863733406 44.3281494628856,4.46733479103058 44.3282941001857,4.46651396775327 44.3281746073904,4.4654147656687 44.32783054801,4.46434333719132 44.3276817678004,4.46311633418656 44.3276654865954,4.4605050574245 44.3279203083898,4.45959246295004 44.3282055304947,4.45902266785696 44.3285717993456,4.45883774699416 44.3286680056522,4.45848984846562 44.3292718266598,4.45836936205889 44.3294446263448,4.45819050311755 44.3299972902466,4.45758448809966 44.3307227411072,4.45712534700212 44.3311975922828,4.45664707218815 44.3315911700511,4.45606165845405 44.3320146976954,4.45563522155139 44.3322160013605,4.45541504303233 44.3324879469097,4.45506996416288 44.3327615442677,4.45454697614928 44.3331842379979,4.45435193307079 44.33332948546,4.45412599320183 44.3333773111297,4.4541573072455 44.3334910320375,4.45415971220439 44.3335847538839,4.4543228589521 44.3337456468744,4.45470909529535 44.3339688095966,4.45470085002312 44.3343113233691,4.4546267016671 44.3345201925098,4.4545151120382 44.3348192341383,4.45520252011123 44.3354908764306,4.45699422043952 44.3362754329235,4.45869188466393 44.3380596804989,4.45924366942592 44.3390340171609,4.45974818583195 44.3399175119845,4.4600252114938 44.3410359071929,4.46226823727224 44.3412343879033)))";6;Combe du Cros;2873;Circaete Jean-le-Blanc;1er mars - 31 juillet;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((4.40649774276621 44.3393509567225,4.41039260913533 44.3425408682909,4.41926538173831 44.343451081305,4.4203408666534 44.3342218390327,4.41715107240992 44.3326506943091,4.4142392065503 44.3304885793919,4.412963206753 44.3272797924935,4.41052225365843 44.3274178067904,4.40617243831524 44.3292875129603,4.40509232754238 44.3325714912814,4.40534558014935 44.3371544254648,4.40649774276621 44.3393509567225)))";7;Pied Chauvet;2873;Circaete Jean-le-Blanc;1er mars - 31 juillet;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((4.39096463366705 44.3828817407731,4.39399928052095 44.3825162642646,4.39876198652994 44.3788842375518,4.39698729808287 44.3738062566133,4.39182658127557 44.3723945910822,4.38759283692293 44.372843635128,4.38569590553551 44.3762048186898,4.39096463366705 44.3828817407731)))";8;Combe de Virac;2873;Circaete Jean-le-Blanc;1er mars - 31 juillet;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((4.4564490106206 44.3990159278431,4.45750088831682 44.3983538681797,4.45844917492748 44.3976442538862,4.45903353316673 44.3978158735276,4.45926951772852 44.397706761012,4.45936173890557 44.3973142072486,4.45965352550104 44.39672334262,4.46082541838557 44.3958680705542,4.46175520211073 44.3953258041105,4.46267060032286 44.3952798271387,4.46287820368582 44.3947809630342,4.46373047766981 44.3938809888624,4.46310129580722 44.3928539532505,4.46282617964457 44.3923276808868,4.46193203187019 44.3916058103888,4.45970756544445 44.3906610718214,4.45678178012132 44.3894196589357,4.45569685850048 44.3880237776656,4.45378251758944 44.3873213056174,4.44844617654341 44.3870545201051,4.44740655388498 44.3868280580085,4.44506108131885 44.3906928658232,4.44433255804676 44.3918763464902,4.44401506067007 44.3925841285219,4.44803435816836 44.3950260750202,4.44871418176288 44.3953758527655,4.44918402750935 44.3952949717432,4.44984639875715 44.3956299912239,4.45101702789791 44.3964950662459,4.45169939564006 44.3969426254665,4.45218162955101 44.397123779995,4.45224791327105 44.3972696550009,4.45239470984211 44.397451155416,4.45270002353116 44.3976061064819,4.45306555846842 44.3976705820833,4.45328572399728 44.3978307314381,4.45345979308823 44.3979670305918,4.45388520384286 44.3981489278973,4.45421430731218 44.3983443245189,4.45456593878742 44.3985312699102,4.45482359444552 44.3986012410378,4.4550732624473 44.3985816369832,4.45543870161029 44.3986420297513,4.45575929990953 44.3987274723105,4.45609189574618 44.3988372135451,4.4564490106206 44.3990159278431)))";9;Source captée du Tiourre;2873;Circaete Jean-le-Blanc;1er mars - 31 juillet;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((4.4826316888285 44.4022982404534,4.48100462679634 44.4035616419019,4.47988879393191 44.4058630716146,4.47789119595772 44.4086738017251,4.48103170954888 44.4121542009134,4.48650902780437 44.4126928709617,4.49110474943899 44.4138045582696,4.49384466207243 44.411317224804,4.49517332957943 44.4089817601931,4.49590140887622 44.4055488841997,4.49090480754632 44.4040458637819,4.48926321468319 44.4026918056522,4.48510698998627 44.4007411146148,4.4826316888285 44.4022982404534)))";10;Ruisseau de Laval;2873;Circaete Jean-le-Blanc;1er mars - 31 juillet;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((4.44031587745339 44.4176999842823,4.44189666265333 44.4186565145804,4.44585203094766 44.4209815606645,4.44750463482224 44.4215048224175,4.44865324289204 44.4223445333507,4.45245790363612 44.4229486049336,4.45741020583758 44.4243930880339,4.4607552828054 44.4264847276288,4.46933571385046 44.4283504528878,4.46918065771242 44.4242881004246,4.4642981475719 44.4178535398986,4.45941868931002 44.4161003042811,4.4568217864826 44.4155963855534,4.45145626957367 44.4145907787908,4.44816304783928 44.413854493054,4.43972333458483 44.4156791464378,4.44031587745339 44.4176999842823)))";11;Ruisseau de l'Enfer;2873;Circaete Jean-le-Blanc;1er mars - 31 juillet;;;;;;;;;;;;;;;;;;;;;;;;;
"MULTIPOLYGON (((4.46586868051213 44.4389514511162,4.4709772125302 44.4398993416476,4.47714175467454 44.4392241660192,4.48083508321956 44.4346557134046,4.47880291117577 44.4309385933606,4.4726557980094 44.4297648195416,4.46510824513693 44.4347775757057,4.46586868051213 44.4389514511162)))";12;Le Drayet;2873;Circaete Jean-le-Blanc;1er mars - 31 juillet;;;;;;;;;;;;;;;;;;;;;;;;;
